Data supplied by UK-AIR on 16/1/2024
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Manchester Sharston,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit
20-04-2023,01:00,0.44895,R,ugm-3,4.29759,R,ugm-3,4.98597,R,ugm-3,88.92152,R,ugm-3
20-04-2023,02:00,0.48976,R,ugm-3,4.23501,R,ugm-3,4.98597,R,ugm-3,78.96762,R,ugm-3
20-04-2023,03:00,0.55099,R,ugm-3,4.12536,R,ugm-3,4.97020,R,ugm-3,79.68652,R,ugm-3
20-04-2023,04:00,0.42854,R,ugm-3,5.21247,R,ugm-3,5.86956,R,ugm-3,74.37777,R,ugm-3
20-04-2023,05:00,0.52037,R,ugm-3,7.15442,R,ugm-3,7.95231,R,ugm-3,72.49758,R,ugm-3
20-04-2023,06:00,2.02028,R,ugm-3,19.38650,R,ugm-3,22.48421,R,ugm-3,58.94922,R,ugm-3
20-04-2023,07:00,1.56112,R,ugm-3,13.41627,R,ugm-3,15.80995,R,ugm-3,68.79252,R,ugm-3
20-04-2023,08:00,1.95906,R,ugm-3,9.58732,R,ugm-3,12.59116,R,ugm-3,76.81094,R,ugm-3
20-04-2023,09:00,2.60187,R,ugm-3,11.39446,R,ugm-3,15.38394,R,ugm-3,79.85241,R,ugm-3
20-04-2023,10:00,1.74478,R,ugm-3,6.36572,R,ugm-3,9.04102,R,ugm-3,90.74641,R,ugm-3
20-04-2023,11:00,1.37746,R,ugm-3,5.31955,R,ugm-3,7.43163,R,ugm-3,97.32704,R,ugm-3
20-04-2023,12:00,1.19380,R,ugm-3,4.65446,R,ugm-3,6.48492,R,ugm-3,100.09201,R,ugm-3
20-04-2023,13:00,1.07136,R,ugm-3,4.17950,R,ugm-3,5.82223,R,ugm-3,107.22564,R,ugm-3
20-04-2023,14:00,0.82648,R,ugm-3,3.22960,R,ugm-3,4.49684,R,ugm-3,106.17495,R,ugm-3
20-04-2023,15:00,0.85709,R,ugm-3,3.32467,R,ugm-3,4.63885,R,ugm-3,105.84316,R,ugm-3
20-04-2023,16:00,0.88770,R,ugm-3,3.56174,R,ugm-3,4.92286,R,ugm-3,106.56205,R,ugm-3
20-04-2023,17:00,0.67343,R,ugm-3,3.70095,R,ugm-3,4.73352,R,ugm-3,108.16573,R,ugm-3
20-04-2023,18:00,0.70404,R,ugm-3,4.55338,R,ugm-3,5.63289,R,ugm-3,110.21181,R,ugm-3
20-04-2023,19:00,0.45915,R,ugm-3,5.16554,R,ugm-3,5.86956,R,ugm-3,112.53439,R,ugm-3
20-04-2023,20:00,0.58160,R,ugm-3,7.24989,R,ugm-3,8.14165,R,ugm-3,104.40537,R,ugm-3
20-04-2023,21:00,0.45915,R,ugm-3,5.26021,R,ugm-3,5.96424,R,ugm-3,101.41920,R,ugm-3
20-04-2023,22:00,0.58160,R,ugm-3,4.83579,R,ugm-3,5.72756,R,ugm-3,100.03671,R,ugm-3
20-04-2023,23:00,0.52037,R,ugm-3,5.35568,R,ugm-3,6.15357,R,ugm-3,99.04132,R,ugm-3
20-04-2023,24:00,0.30610,R,ugm-3,4.78486,R,ugm-3,5.25421,R,ugm-3,99.87082,R,ugm-3
21-04-2023,01:00,0.20411,R,ugm-3,3.60079,R,ugm-3,3.91376,R,ugm-3,97.03211,R,ugm-3
21-04-2023,02:00,0.32657,R,ugm-3,3.41302,R,ugm-3,3.91376,R,ugm-3,91.64963,R,ugm-3
21-04-2023,03:00,0.24493,R,ugm-3,2.79648,R,ugm-3,3.17204,R,ugm-3,86.93074,R,ugm-3
21-04-2023,04:00,0.67356,R,ugm-3,4.55379,R,ugm-3,5.58657,R,ugm-3,86.32245,R,ugm-3
21-04-2023,05:00,0.42863,R,ugm-3,7.01248,R,ugm-3,7.66970,R,ugm-3,83.55748,R,ugm-3
21-04-2023,06:00,0.45925,R,ugm-3,9.47476,R,ugm-3,10.17892,R,ugm-3,81.67730,R,ugm-3
21-04-2023,07:00,0.88787,R,ugm-3,12.46301,R,ugm-3,13.82440,R,ugm-3,80.18421,R,ugm-3
21-04-2023,08:00,1.28589,R,ugm-3,14.40930,R,ugm-3,16.38097,R,ugm-3,78.46993,R,ugm-3
21-04-2023,09:00,0.97972,R,ugm-3,8.48733,R,ugm-3,9.98955,R,ugm-3,88.09203,R,ugm-3
21-04-2023,10:00,0.85726,R,ugm-3,7.63354,R,ugm-3,8.94798,R,ugm-3,86.15655,R,ugm-3
21-04-2023,11:00,0.73479,R,ugm-3,8.24741,R,ugm-3,9.37408,R,ugm-3,81.40080,R,ugm-3
21-04-2023,12:00,1.04096,R,ugm-3,7.39922,R,ugm-3,8.99533,R,ugm-3,78.08283,R,ugm-3
21-04-2023,13:00,1.43897,R,ugm-3,6.50488,R,ugm-3,8.71127,R,ugm-3,82.89388,R,ugm-3
21-04-2023,14:00,0.82664,R,ugm-3,7.44377,R,ugm-3,8.71127,R,ugm-3,77.91693,R,ugm-3
21-04-2023,15:00,1.01034,R,ugm-3,8.48773,R,ugm-3,10.03689,R,ugm-3,75.53906,R,ugm-3
21-04-2023,16:00,0.97972,R,ugm-3,7.01967,R,ugm-3,8.52189,R,ugm-3,76.20265,R,ugm-3
21-04-2023,17:00,0.79603,R,ugm-3,6.73321,R,ugm-3,7.95376,R,ugm-3,80.57131,R,ugm-3
21-04-2023,18:00,0.82664,R,ugm-3,6.11814,R,ugm-3,7.38564,R,ugm-3,86.76484,R,ugm-3
21-04-2023,19:00,0.61233,R,ugm-3,10.61301,R,ugm-3,11.55189,R,ugm-3,74.04597,R,ugm-3
21-04-2023,20:00,0.36740,R,ugm-3,11.88809,R,ugm-3,12.45143,R,ugm-3,73.60357,R,ugm-3
21-04-2023,21:00,0.33678,R,ugm-3,11.84035,R,ugm-3,12.35674,R,ugm-3,69.56671,R,ugm-3
21-04-2023,22:00,0.39801,R,ugm-3,9.99474,R,ugm-3,10.60502,R,ugm-3,65.41926,R,ugm-3
21-04-2023,23:00,0.45925,R,ugm-3,8.85929,R,ugm-3,9.56345,R,ugm-3,69.78791,R,ugm-3
21-04-2023,24:00,1.04096,R,ugm-3,11.42344,R,ugm-3,13.01955,R,ugm-3,67.41004,R,ugm-3
22-04-2023,01:00,0.48996,R,ugm-3,9.66628,R,ugm-3,10.41754,R,ugm-3,66.58054,R,ugm-3
22-04-2023,02:00,0.40830,R,ugm-3,9.41267,R,ugm-3,10.03872,R,ugm-3,59.72341,R,ugm-3
22-04-2023,03:00,0.33685,R,ugm-3,7.95960,R,ugm-3,8.47609,R,ugm-3,67.85243,R,ugm-3
22-04-2023,04:00,0.36747,R,ugm-3,11.98496,R,ugm-3,12.54841,R,ugm-3,60.55290,R,ugm-3
22-04-2023,05:00,1.10241,R,ugm-3,18.67123,R,ugm-3,20.36156,R,ugm-3,51.98149,R,ugm-3
22-04-2023,06:00,0.88805,R,ugm-3,14.35936,R,ugm-3,15.72102,R,ugm-3,53.97227,R,ugm-3
22-04-2023,07:00,1.74548,R,ugm-3,15.41228,R,ugm-3,18.08865,R,ugm-3,39.81561,R,ugm-3
22-04-2023,08:00,3.18474,R,ugm-3,14.81543,R,ugm-3,19.69863,R,ugm-3,46.72804,R,ugm-3
22-04-2023,09:00,3.76657,R,ugm-3,16.43299,R,ugm-3,22.20831,R,ugm-3,66.02755,R,ugm-3
22-04-2023,10:00,3.00101,R,ugm-3,13.72393,R,ugm-3,18.32541,R,ugm-3,81.06900,R,ugm-3
22-04-2023,11:00,2.41918,R,ugm-3,11.20667,R,ugm-3,14.91603,R,ugm-3,83.98144,R,ugm-3
22-04-2023,12:00,1.50050,R,ugm-3,7.40652,R,ugm-3,9.70726,R,ugm-3,96.22105,R,ugm-3
22-04-2023,13:00,1.99046,R,ugm-3,9.49641,R,ugm-3,12.54841,R,ugm-3,96.88465,R,ugm-3
22-04-2023,14:00,1.25552,R,ugm-3,7.35598,R,ugm-3,9.28109,R,ugm-3,103.40998,R,ugm-3
22-04-2023,15:00,1.68424,R,ugm-3,8.92419,R,ugm-3,11.50665,R,ugm-3,105.95376,R,ugm-3
22-04-2023,16:00,1.59237,R,ugm-3,9.96475,R,ugm-3,12.40635,R,ugm-3,100.36851,R,ugm-3
22-04-2023,17:00,0.97992,R,ugm-3,8.44150,R,ugm-3,9.94402,R,ugm-3,95.83396,R,ugm-3
22-04-2023,18:00,0.48996,R,ugm-3,7.53542,R,ugm-3,8.28668,R,ugm-3,98.10123,R,ugm-3
22-04-2023,19:00,1.19428,R,ugm-3,24.97030,R,ugm-3,26.80150,R,ugm-3,77.58514,R,ugm-3
22-04-2023,20:00,0.64307,R,ugm-3,19.47024,R,ugm-3,20.45627,R,ugm-3,72.27639,R,ugm-3
22-04-2023,21:00,1.22490,R,ugm-3,31.74210,R,ugm-3,33.62026,R,ugm-3,54.13817,R,ugm-3
22-04-2023,22:00,1.43926,R,ugm-3,37.09572,R,ugm-3,39.30255,R,ugm-3,44.79256,R,ugm-3
22-04-2023,23:00,0.48996,R,ugm-3,15.53799,R,ugm-3,16.28925,R,ugm-3,69.67731,R,ugm-3
22-04-2023,24:00,0.52058,R,ugm-3,9.90344,R,ugm-3,10.70166,R,ugm-3,65.08746,R,ugm-3
23-04-2023,01:00,0.73509,R,ugm-3,7.96622,R,ugm-3,9.09334,R,ugm-3,45.12436,R,ugm-3
23-04-2023,02:00,0.49006,R,ugm-3,9.66803,R,ugm-3,10.41945,R,ugm-3,48.22113,R,ugm-3
23-04-2023,03:00,0.55132,R,ugm-3,12.27369,R,ugm-3,13.11903,R,ugm-3,40.64510,R,ugm-3
23-04-2023,04:00,0.39817,R,ugm-3,10.70878,R,ugm-3,11.31931,R,ugm-3,35.28105,R,ugm-3
23-04-2023,05:00,0.42880,R,ugm-3,10.66182,R,ugm-3,11.31931,R,ugm-3,37.65893,R,ugm-3
23-04-2023,06:00,0.45943,R,ugm-3,8.01000,R,ugm-3,8.71445,R,ugm-3,60.55290,R,ugm-3
23-04-2023,07:00,0.73509,R,ugm-3,11.66038,R,ugm-3,12.78750,R,ugm-3,60.55290,R,ugm-3
23-04-2023,08:00,0.49006,R,ugm-3,12.22553,R,ugm-3,12.97695,R,ugm-3,69.23492,R,ugm-3
23-04-2023,09:00,1.59269,R,ugm-3,13.37652,R,ugm-3,15.81861,R,ugm-3,68.29483,R,ugm-3
23-04-2023,10:00,0.85760,R,ugm-3,11.09364,R,ugm-3,12.40861,R,ugm-3,76.42385,R,ugm-3
23-04-2023,11:00,0.58194,R,ugm-3,13.07923,R,ugm-3,13.97153,R,ugm-3,67.18884,R,ugm-3
23-04-2023,12:00,1.53143,R,ugm-3,18.06448,R,ugm-3,20.41264,R,ugm-3,69.12432,R,ugm-3
23-04-2023,13:00,1.71520,R,ugm-3,13.04659,R,ugm-3,15.67653,R,ugm-3,81.95379,R,ugm-3
23-04-2023,14:00,1.31703,R,ugm-3,9.44197,R,ugm-3,11.46139,R,ugm-3,90.91230,R,ugm-3
23-04-2023,15:00,1.59269,R,ugm-3,12.09777,R,ugm-3,14.53986,R,ugm-3,81.95379,R,ugm-3
23-04-2023,16:00,2.75658,R,ugm-3,16.89637,R,ugm-3,21.12306,R,ugm-3,74.59897,R,ugm-3
23-04-2023,17:00,1.34766,R,ugm-3,10.67376,R,ugm-3,12.74014,R,ugm-3,82.45149,R,ugm-3
23-04-2023,18:00,1.56206,R,ugm-3,19.72252,R,ugm-3,22.11764,R,ugm-3,74.54367,R,ugm-3
23-04-2023,19:00,1.62332,R,ugm-3,29.24290,R,ugm-3,31.73195,R,ugm-3,59.11512,R,ugm-3
23-04-2023,20:00,0.82697,R,ugm-3,17.53436,R,ugm-3,18.80236,R,ugm-3,71.17040,R,ugm-3
23-04-2023,21:00,0.70446,R,ugm-3,17.72221,R,ugm-3,18.80236,R,ugm-3,53.14278,R,ugm-3
23-04-2023,22:00,0.21440,R,ugm-3,10.32751,R,ugm-3,10.65625,R,ugm-3,74.32247,R,ugm-3
23-04-2023,23:00,0.30629,R,ugm-3,8.29217,R,ugm-3,8.76181,R,ugm-3,69.17962,R,ugm-3
23-04-2023,24:00,0.24503,R,ugm-3,9.23860,R,ugm-3,9.61431,R,ugm-3,60.55290,R,ugm-3
24-04-2023,01:00,0.32677,R,ugm-3,7.39392,R,ugm-3,7.89496,R,ugm-3,64.81096,R,ugm-3
24-04-2023,02:00,0.61270,R,ugm-3,6.38707,R,ugm-3,7.32652,R,ugm-3,49.25338,R,ugm-3
24-04-2023,03:00,0.21444,R,ugm-3,5.11871,R,ugm-3,5.44752,R,ugm-3,60.16581,R,ugm-3
24-04-2023,04:00,0.45952,R,ugm-3,4.60082,R,ugm-3,5.30541,R,ugm-3,54.08287,R,ugm-3
24-04-2023,05:00,0.39825,R,ugm-3,6.87378,R,ugm-3,7.48442,R,ugm-3,43.79717,R,ugm-3
24-04-2023,06:00,1.83809,R,ugm-3,20.25071,R,ugm-3,23.06907,R,ugm-3,41.64049,R,ugm-3
24-04-2023,07:00,2.81840,R,ugm-3,17.94230,R,ugm-3,22.26379,R,ugm-3,66.19345,R,ugm-3
24-04-2023,08:00,3.15538,R,ugm-3,14.39394,R,ugm-3,19.23212,R,ugm-3,74.10127,R,ugm-3
24-04-2023,09:00,2.45078,R,ugm-3,11.68473,R,ugm-3,15.44254,R,ugm-3,78.96762,R,ugm-3
24-04-2023,10:00,2.08316,R,ugm-3,7.51142,R,ugm-3,10.70557,R,ugm-3,86.04595,R,ugm-3
24-04-2023,11:00,1.65428,R,ugm-3,6.46373,R,ugm-3,9.00025,R,ugm-3,89.80631,R,ugm-3
24-04-2023,12:00,1.43983,R,ugm-3,6.55569,R,ugm-3,8.76341,R,ugm-3,92.23949,R,ugm-3
24-04-2023,13:00,1.40920,R,ugm-3,6.60266,R,ugm-3,8.76341,R,ugm-3,91.13350,R,ugm-3
24-04-2023,14:00,1.37857,R,ugm-3,5.89172,R,ugm-3,8.00549,R,ugm-3,92.23949,R,ugm-3
24-04-2023,15:00,1.56237,R,ugm-3,8.59418,R,ugm-3,10.98978,R,ugm-3,89.30862,R,ugm-3
24-04-2023,16:00,1.50110,R,ugm-3,11.53031,R,ugm-3,13.83197,R,ugm-3,83.00448,R,ugm-3
24-04-2023,17:00,0.79651,R,ugm-3,8.06318,R,ugm-3,9.28447,R,ugm-3,86.87544,R,ugm-3
24-04-2023,18:00,0.91904,R,ugm-3,9.01217,R,ugm-3,10.42135,R,ugm-3,84.11047,R,ugm-3
24-04-2023,19:00,0.45952,R,ugm-3,8.05882,R,ugm-3,8.76341,R,ugm-3,83.28098,R,ugm-3
24-04-2023,20:00,0.42889,R,ugm-3,10.85324,R,ugm-3,11.51085,R,ugm-3,67.18884,R,ugm-3
24-04-2023,21:00,0.58206,R,ugm-3,12.60790,R,ugm-3,13.50038,R,ugm-3,67.13354,R,ugm-3
24-04-2023,22:00,0.42889,R,ugm-3,11.84800,R,ugm-3,12.50562,R,ugm-3,55.68655,R,ugm-3
24-04-2023,23:00,2.54269,R,ugm-3,36.74452,R,ugm-3,40.64325,R,ugm-3,27.70503,R,ugm-3
24-04-2023,24:00,2.02190,R,ugm-3,31.47973,R,ugm-3,34.57992,R,ugm-3,25.65895,R,ugm-3
25-04-2023,01:00,1.02136,R,ugm-3,20.54385,R,ugm-3,22.10992,R,ugm-3,28.90318,R,ugm-3
25-04-2023,02:00,1.38905,R,ugm-3,19.28518,R,ugm-3,21.41504,R,ugm-3,13.71427,R,ugm-3
25-04-2023,03:00,3.92204,R,ugm-3,20.80247,R,ugm-3,26.81618,R,ugm-3,10.78339,R,ugm-3
25-04-2023,04:00,7.20061,R,ugm-3,24.58777,R,ugm-3,35.62856,R,ugm-3,4.20276,R,ugm-3
25-04-2023,05:00,37.25934,R,ugm-3,32.65188,R,ugm-3,89.78207,R,ugm-3,2.32258,R,ugm-3
25-04-2023,06:00,56.65503,R,ugm-3,31.38665,R,ugm-3,118.25649,R,ugm-3,5.25345,R,ugm-3
25-04-2023,07:00,15.01404,R,ugm-3,32.98006,R,ugm-3,56.00127,R,ugm-3,24.77416,R,ugm-3
25-04-2023,08:00,5.30088,R,ugm-3,21.34147,R,ugm-3,29.46937,R,ugm-3,59.77871,R,ugm-3
25-04-2023,09:00,7.07805,R,ugm-3,24.25454,R,ugm-3,35.10740,R,ugm-3,64.03677,R,ugm-3
25-04-2023,10:00,5.30088,R,ugm-3,17.93022,R,ugm-3,26.05812,R,ugm-3,76.09205,R,ugm-3
25-04-2023,11:00,2.94153,R,ugm-3,10.96667,R,ugm-3,15.47695,R,ugm-3,85.32706,R,ugm-3
25-04-2023,12:00,2.29807,R,ugm-3,8.93686,R,ugm-3,12.46052,R,ugm-3,88.58973,R,ugm-3
25-04-2023,13:00,2.60448,R,ugm-3,8.08802,R,ugm-3,12.08149,R,ugm-3,93.78788,R,ugm-3
25-04-2023,14:00,2.88025,R,ugm-3,9.89196,R,ugm-3,14.30828,R,ugm-3,94.45147,R,ugm-3
25-04-2023,15:00,2.81896,R,ugm-3,11.54942,R,ugm-3,15.87177,R,ugm-3,93.01368,R,ugm-3
25-04-2023,16:00,3.15601,R,ugm-3,17.57083,R,ugm-3,22.40999,R,ugm-3,86.93074,R,ugm-3
25-04-2023,17:00,2.69640,R,ugm-3,14.81694,R,ugm-3,18.95136,R,ugm-3,91.63120,R,ugm-3
25-04-2023,18:00,2.32871,R,ugm-3,14.43316,R,ugm-3,18.00379,R,ugm-3,95.50216,R,ugm-3
25-04-2023,19:00,2.26743,R,ugm-3,22.39193,R,ugm-3,25.86861,R,ugm-3,85.21646,R,ugm-3
25-04-2023,20:00,2.84960,R,ugm-3,50.40010,R,ugm-3,54.76943,R,ugm-3,38.82022,R,ugm-3
25-04-2023,21:00,18.59903,R,ugm-3,75.57224,R,ugm-3,104.09035,R,ugm-3,6.24884,R,ugm-3
25-04-2023,22:00,17.18955,R,ugm-3,66.07832,R,ugm-3,92.43526,R,ugm-3,13.54837,R,ugm-3
25-04-2023,23:00,47.64661,R,ugm-3,58.22844,R,ugm-3,131.28555,R,ugm-3,10.61750,R,ugm-3
25-04-2023,24:00,49.02545,R,ugm-3,43.93800,R,ugm-3,119.10930,R,ugm-3,6.91243,R,ugm-3
26-04-2023,01:00,0.85812,R,ugm-3,18.20770,R,ugm-3,19.52346,R,ugm-3,35.61285,R,ugm-3
26-04-2023,02:00,0.65380,R,ugm-3,12.45544,R,ugm-3,13.45792,R,ugm-3,34.35939,R,ugm-3
26-04-2023,03:00,0.61294,R,ugm-3,11.75990,R,ugm-3,12.69973,R,ugm-3,39.53911,R,ugm-3
26-04-2023,04:00,1.01135,R,ugm-3,14.37133,R,ugm-3,15.92205,R,ugm-3,25.27185,R,ugm-3
26-04-2023,05:00,22.49493,R,ugm-3,39.52682,R,ugm-3,74.01856,R,ugm-3,2.26728,R,ugm-3
26-04-2023,06:00,52.13061,R,ugm-3,36.87657,R,ugm-3,116.80906,R,ugm-3,4.14746,R,ugm-3
26-04-2023,07:00,6.89559,R,ugm-3,30.79581,R,ugm-3,41.36889,R,ugm-3,27.15203,R,ugm-3
26-04-2023,08:00,9.46994,R,ugm-3,32.62974,R,ugm-3,47.15011,R,ugm-3,41.69579,R,ugm-3
26-04-2023,09:00,4.78094,R,ugm-3,18.44788,R,ugm-3,25.77855,R,ugm-3,64.36857,R,ugm-3
26-04-2023,10:00,3.43247,R,ugm-3,13.21790,R,ugm-3,18.48095,R,ugm-3,79.35472,R,ugm-3
26-04-2023,11:00,3.03406,R,ugm-3,12.02808,R,ugm-3,16.68024,R,ugm-3,87.64964,R,ugm-3
26-04-2023,12:00,2.91147,R,ugm-3,13.30595,R,ugm-3,17.77014,R,ugm-3,89.08742,R,ugm-3
26-04-2023,13:00,2.42112,R,ugm-3,9.98253,R,ugm-3,13.69486,R,ugm-3,96.55285,R,ugm-3
26-04-2023,14:00,1.83882,R,ugm-3,10.16456,R,ugm-3,12.98405,R,ugm-3,93.62198,R,ugm-3
26-04-2023,15:00,1.47106,R,ugm-3,12.76610,R,ugm-3,15.02169,R,ugm-3,91.68650,R,ugm-3
26-04-2023,16:00,2.94212,R,ugm-3,16.00741,R,ugm-3,20.51859,R,ugm-3,92.12889,R,ugm-3
26-04-2023,17:00,1.01135,R,ugm-3,8.77966,R,ugm-3,10.33038,R,ugm-3,100.36851,R,ugm-3
26-04-2023,18:00,0.98071,R,ugm-3,9.72700,R,ugm-3,11.23073,R,ugm-3,98.21183,R,ugm-3
26-04-2023,19:00,0.70488,R,ugm-3,12.14018,R,ugm-3,13.22099,R,ugm-3,95.77866,R,ugm-3
26-04-2023,20:00,0.42906,R,ugm-3,14.50597,R,ugm-3,15.16386,R,ugm-3,70.11971,R,ugm-3
26-04-2023,21:00,0.53122,R,ugm-3,18.39303,R,ugm-3,19.20755,R,ugm-3,62.70958,R,ugm-3
26-04-2023,22:00,0.70488,R,ugm-3,21.23849,R,ugm-3,22.31930,R,ugm-3,49.71421,R,ugm-3
26-04-2023,23:00,10.05223,R,ugm-3,37.23380,R,ugm-3,52.64701,R,ugm-3,27.42853,R,ugm-3
26-04-2023,24:00,5.57776,R,ugm-3,24.42893,R,ugm-3,32.98138,R,ugm-3,40.70040,R,ugm-3
27-04-2023,01:00,0.49045,R,ugm-3,10.62295,R,ugm-3,11.37497,R,ugm-3,43.72344,R,ugm-3
27-04-2023,02:00,0.53132,R,ugm-3,12.32972,R,ugm-3,13.14440,R,ugm-3,38.63589,R,ugm-3
27-04-2023,03:00,0.58241,R,ugm-3,11.52465,R,ugm-3,12.41767,R,ugm-3,31.13359,R,ugm-3
27-04-2023,04:00,1.93115,R,ugm-3,15.04931,R,ugm-3,18.01036,R,ugm-3,27.81563,R,ugm-3
27-04-2023,05:00,2.02311,R,ugm-3,21.02235,R,ugm-3,24.12441,R,ugm-3,38.43312,R,ugm-3
27-04-2023,06:00,1.80854,R,ugm-3,19.78730,R,ugm-3,22.56035,R,ugm-3,42.91238,R,ugm-3
27-04-2023,07:00,2.72813,R,ugm-3,25.72360,R,ugm-3,29.90668,R,ugm-3,34.78336,R,ugm-3
27-04-2023,08:00,3.58642,R,ugm-3,26.16122,R,ugm-3,31.66032,R,ugm-3,49.38241,R,ugm-3
27-04-2023,09:00,1.74723,R,ugm-3,13.53028,R,ugm-3,16.20933,R,ugm-3,82.83858,R,ugm-3
27-04-2023,10:00,0.89916,R,ugm-3,10.37544,R,ugm-3,11.75413,R,ugm-3,84.12890,R,ugm-3
27-04-2023,11:00,,,,,,,,,,43.13358,R,ugm-3
27-04-2023,12:00,,,,,,,,,,49.05062,R,ugm-3
27-04-2023,13:00,,,,,,,,,,56.29485,R,ugm-3
27-04-2023,14:00,,,,,,,,,,57.62203,R,ugm-3
27-04-2023,15:00,,,,,,,,,,56.57134,R,ugm-3
27-04-2023,16:00,,,,,,,,,,55.68655,R,ugm-3
27-04-2023,17:00,,,,,,,,,,44.51606,R,ugm-3
27-04-2023,18:00,,,,,,,,,,47.17044,R,ugm-3
27-04-2023,19:00,,,,,,,,,,51.37319,R,ugm-3
27-04-2023,20:00,,,,,,,,,,51.87089,R,ugm-3
27-04-2023,21:00,,,,,,,,,,47.99993,R,ugm-3
27-04-2023,22:00,,,,,,,,,,49.10592,R,ugm-3
27-04-2023,23:00,,,,,,,,,,48.55292,R,ugm-3
27-04-2023,24:00,,,,,,,,,,49.65891,R,ugm-3
28-04-2023,01:00,,,,,,,,,,40.99533,R,ugm-3
28-04-2023,02:00,,,,,,,,,,27.28107,R,ugm-3
28-04-2023,03:00,,,,,,,,,,22.11978,R,ugm-3
28-04-2023,04:00,,,,,,,,,,32.84788,R,ugm-3
28-04-2023,05:00,,,,,,,,,,25.43775,R,ugm-3
28-04-2023,06:00,,,,,,,,,,23.88937,R,ugm-3
28-04-2023,07:00,,,,,,,,,,28.92162,R,ugm-3
28-04-2023,08:00,,,,,,,,,,20.57140,R,ugm-3
28-04-2023,09:00,,,,,,,,,,29.41931,R,ugm-3
28-04-2023,10:00,,,,,,,,,,36.16584,R,ugm-3
28-04-2023,11:00,,,,,,,,,,38.82022,R,ugm-3
28-04-2023,12:00,,,,,,,,,,48.05523,R,ugm-3
28-04-2023,13:00,,,,,,,,,,49.27181,R,ugm-3
28-04-2023,14:00,,,,,,,,,,59.39162,R,ugm-3
28-04-2023,15:00,,,,,,,,,,58.56212,R,ugm-3
28-04-2023,16:00,,,,,,,,,,57.78793,R,ugm-3
28-04-2023,17:00,,,,,,,,,,65.08746,R,ugm-3
28-04-2023,18:00,,,,,,,,,,60.05521,R,ugm-3
28-04-2023,19:00,,,,,,,,,,53.64047,R,ugm-3
28-04-2023,20:00,,,,,,,,,,28.81102,R,ugm-3
28-04-2023,21:00,37.94826,R,ugm-3,58.58796,R,ugm-3,116.77448,R,ugm-3,2.32258,R,ugm-3
28-04-2023,22:00,59.54533,R,ugm-3,58.87772,R,ugm-3,150.17929,R,ugm-3,0.88479,R,ugm-3
28-04-2023,23:00,167.46933,R,ugm-3,56.33990,R,ugm-3,313.12263,R,ugm-3,0.44240,R,ugm-3
28-04-2023,24:00,98.69002,R,ugm-3,47.73021,R,ugm-3,199.05280,R,ugm-3,0.60829,R,ugm-3
29-04-2023,01:00,31.72555,R,ugm-3,43.57659,R,ugm-3,92.22175,R,ugm-3,0.58986,R,ugm-3
29-04-2023,02:00,14.32767,R,ugm-3,28.25914,R,ugm-3,50.22792,R,ugm-3,2.58064,R,ugm-3
29-04-2023,03:00,18.66690,R,ugm-3,25.53276,R,ugm-3,54.15494,R,ugm-3,5.52995,R,ugm-3
29-04-2023,04:00,1.90353,R,ugm-3,18.07821,R,ugm-3,20.99692,R,ugm-3,7.24423,R,ugm-3
29-04-2023,05:00,8.68871,R,ugm-3,20.73811,R,ugm-3,34.06061,R,ugm-3,2.54378,R,ugm-3
29-04-2023,06:00,3.10092,R,ugm-3,16.24225,R,ugm-3,20.99692,R,ugm-3,8.12902,R,ugm-3
29-04-2023,07:00,3.31583,R,ugm-3,20.56814,R,ugm-3,25.65234,R,ugm-3,17.30873,R,ugm-3
29-04-2023,08:00,3.89917,R,ugm-3,22.85649,R,ugm-3,28.83513,R,ugm-3,24.49766,R,ugm-3
29-04-2023,09:00,3.28513,R,ugm-3,13.96461,R,ugm-3,19.00174,R,ugm-3,49.76951,R,ugm-3
29-04-2023,10:00,1.47370,R,ugm-3,8.76136,R,ugm-3,11.02101,R,ugm-3,65.30866,R,ugm-3
29-04-2023,11:00,2.14915,R,ugm-3,8.53326,R,ugm-3,11.82858,R,ugm-3,66.96764,R,ugm-3
29-04-2023,12:00,1.81143,R,ugm-3,7.67347,R,ugm-3,10.45095,R,ugm-3,71.55749,R,ugm-3
29-04-2023,13:00,3.28513,R,ugm-3,10.02175,R,ugm-3,15.05887,R,ugm-3,73.65887,R,ugm-3
29-04-2023,14:00,2.45617,R,ugm-3,9.53514,R,ugm-3,13.30121,R,ugm-3,71.94459,R,ugm-3
29-04-2023,15:00,2.30266,R,ugm-3,9.48549,R,ugm-3,13.01619,R,ugm-3,72.49758,R,ugm-3
29-04-2023,16:00,3.89917,R,ugm-3,17.44099,R,ugm-3,23.41964,R,ugm-3,57.17964,R,ugm-3
29-04-2023,17:00,2.67109,R,ugm-3,13.05346,R,ugm-3,17.14907,R,ugm-3,65.58515,R,ugm-3
29-04-2023,18:00,0.24562,R,ugm-3,5.27641,R,ugm-3,5.65302,R,ugm-3,74.04597,R,ugm-3
29-04-2023,19:00,0.67545,R,ugm-3,6.99256,R,ugm-3,8.02823,R,ugm-3,66.13815,R,ugm-3
